"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Santana G.L.; Coelho B.M.; Borges G.; Viana M.C.; Wang Y.P.; Andrade L.H.","Santana, Geilson Lima (23478080900); Coelho, Bruno Mendonca (6602452178); Borges, Guilherme (35373585600); Viana, Maria Carmen (56070416500); Wang, Yuan Pang (8576812100); Andrade, Laura Helena (35352526200)","23478080900; 6602452178; 35373585600; 56070416500; 8576812100; 35352526200","The influence of parental psychopathology on offspring suicidal behavior across the lifespan","2015","PLoS ONE","10","7","e0134970","","","","23","10.1371/journal.pone.0134970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941992186&doi=10.1371%2fjournal.pone.0134970&partnerID=40&md5=b88006205afd641167a5baea05b21510","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84941992186"
"Pilger D.; Lenhart A.; Manrique-Saide P.; Siqueira J.B.; da Rocha W.T.; Kroeger A.","Pilger, Daniel (23098126300); Lenhart, Audrey (8664656200); Manrique-Saide, Pablo (56000811100); Siqueira, Joao Bosco (55664394900); da Rocha, Welington Tristão (6503990742); Kroeger, Axel (55074135800)","23098126300; 8664656200; 56000811100; 55664394900; 6503990742; 55074135800","Is routine dengue vector surveillance in central Brazil able to accurately monitor the Aedes aegypti population? Results from a pupal productivity survey","2011","Tropical Medicine and International Health","16","9","","1143","1150","7","28","10.1111/j.1365-3156.2011.02818.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961167386&doi=10.1111%2fj.1365-3156.2011.02818.x&partnerID=40&md5=67ef95c98f0c1ed5a8051ced5b0eb73d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79961167386"
"Bork C.A.S.; De Barba D.J., Jr.; De Oliveira Gomes J.","Bork, Carlos Alberto Shuch (56242606800); De Barba, Durval João (55933625800); De Oliveira Gomes, Jefferson (14524306400)","56242606800; 55933625800; 14524306400","Social life cycle assessment of three companies of the furniture sector","2015","Procedia CIRP","29","","","150","155","5","18","10.1016/j.procir.2015.02.191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939608404&doi=10.1016%2fj.procir.2015.02.191&partnerID=40&md5=383f153a30d011244fe2934f7d2a6067","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84939608404"
"de Lassio J.G.G.; Haddad A.N.","de Lassio, João Gabriel Gonçalves (57224127038); Haddad, Assed Naked (23012063300)","57224127038; 23012063300","Life cycle assessment of building construction materials: Case study for a housing complex","2016","Revista de la Construccion","15","2","","69","77","8","9","10.4067/s0718-915x2016000200007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992468352&doi=10.4067%2fs0718-915x2016000200007&partnerID=40&md5=0a2ffa024398964edce199ce7c27a2d0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84992468352"
"Fávaro E.A.; Mondini A.; Dibo M.R.; Barbosa A.C.; Eiras A.E.; Neto F.C.","Fávaro, Eliane A. (8545562500); Mondini, Adriano (8545562400); Dibo, Margareth R. (6508392679); Barbosa, Angelita C. (15847978800); Eiras, Alvaro E. (56237949000); Neto, Francisco Chiaravalloti (6603270926)","8545562500; 8545562400; 6508392679; 15847978800; 56237949000; 6603270926","Assessment of entomological indicators of Aedes aegypti (L.) from adult and egg collections in São Paulo, Brazil","2008","Journal of Vector Ecology","33","1","","8","16","8","19","10.3376/1081-1710(2008)33[8:AOEIOA]2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54749131525&doi=10.3376%2f1081-1710%282008%2933%5b8%3aAOEIOA%5d2.0.CO%3b2&partnerID=40&md5=938a3ddc0cea3c5e6b7eb94dd0fb1c52","Article","Final","","Scopus","2-s2.0-54749131525"
"Condeixa K.; Qualharini E.; Boer D.; Haddad A.","Condeixa, Karina (55910171300); Qualharini, Eduardo (35194634300); Boer, Dieter (7003615369); Haddad, Assed (23012063300)","55910171300; 35194634300; 7003615369; 23012063300","An inquiry into the life cycle of systems of inner walls: Comparison of masonry and drywall","2015","Sustainability (Switzerland)","7","6","","7904","7925","21","17","10.3390/su7067904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934312045&doi=10.3390%2fsu7067904&partnerID=40&md5=eae700c041893866e46bb7196f6b0eed","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84934312045"
"Salas E.F.M.; Neta J.M.D.A.S.; De Carvalho S.B.; Faria H.M.","Salas, Edwin F. M. (57201400926); Neta, Jane Mari de A. S. (57201436932); De Carvalho, Sandro B. (57201426546); Faria, Hélio Monteiro (57201425083)","57201400926; 57201436932; 57201426546; 57201425083","Gas distribution, integrated architecture and network simulation tool","2011","Rio Pipeline Conference and Exposition, Technical Papers","2011-September","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044775108&partnerID=40&md5=aac64f8c662a20739920b7c3d3079504","Conference paper","Final","","Scopus","2-s2.0-85044775108"
"de Menezes T.A.; Silveira-Neto R.M.; Azzoni C.R.","de Menezes, Tatiane A. (34874830500); Silveira-Neto, R.M. (27568114400); Azzoni, Carlos Roberto (7006957885)","34874830500; 27568114400; 7006957885","Demography and evolution of regional inequality","2012","Annals of Regional Science","49","3","","643","655","12","7","10.1007/s00168-011-0453-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870348095&doi=10.1007%2fs00168-011-0453-5&partnerID=40&md5=0b400c0a6f4d7baf1aaa10991d00684e","Article","Final","","Scopus","2-s2.0-84870348095"
"Maciel-de-Freitas R.; Lourenço-de-Oliveira R.","Maciel-de-Freitas, Rafael (6504811301); Lourenço-de-Oliveira, Ricardo (7003805562)","6504811301; 7003805562","Does targeting key-containers effectively reduce Aedes aegypti population density?","2011","Tropical Medicine and International Health","16","8","","965","973","8","54","10.1111/j.1365-3156.2011.02797.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960208587&doi=10.1111%2fj.1365-3156.2011.02797.x&partnerID=40&md5=40db35b588303ff43ae4e6c5419df258","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79960208587"
"Maciel-De-Freitas R.; Peres R.C.; Souza-Santos R.; Lourenço-De-Oliveira R.","Maciel-De-Freitas, Rafael (6504811301); Peres, Roberto C. (16646727500); Souza-Santos, Reinaldo (12445696100); Lourenço-De-Oliveira, Ricardo (7003805562)","6504811301; 16646727500; 12445696100; 7003805562","Occurrence, productivity and spatial distribution of key-premises in two dengue-endemic areas of Rio de Janeiro and their role in adult Aedes aegypti spatial infestation pattern","2008","Tropical Medicine and International Health","13","12","","1488","1494","6","20","10.1111/j.1365-3156.2008.02162.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56849099072&doi=10.1111%2fj.1365-3156.2008.02162.x&partnerID=40&md5=7aa29c2a1bbdce5e64a971dd4c7dbd2c","Article","Final","","Scopus","2-s2.0-56849099072"
"Paulsen J.S.; Sposto R.M.","Paulsen, Jacob Silva (55542554200); Sposto, Rosa Maria (7004263501)","55542554200; 7004263501","A life cycle energy analysis of social housing in Brazil: Case study for the program ""mY HOUSE MY LIFE""","2013","Energy and Buildings","57","","","95","102","7","78","10.1016/j.enbuild.2012.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871724438&doi=10.1016%2fj.enbuild.2012.11.014&partnerID=40&md5=f64513dd6d94bf5dfd6c60520b56153d","Article","Final","","Scopus","2-s2.0-84871724438"
"Cominetti M.C.; Andreotti R.; Oshiro E.T.; Dorval M.E.M.C.","Cominetti, Marlon Cezar (54781269700); Andreotti, Renato (6602478441); Oshiro, Elisa Teruya (6701781524); Dorval, Maria Elizabeth Moraes Cavalheiros (57216888327)","54781269700; 6602478441; 6701781524; 57216888327","Epidemiological factors related to the transmission risk of Trypanosoma cruzi in a quilombola community, State of Mato Grosso do Sul, Brazil; [Aspectos epidemiológicos relacionados ao risco de transmissão de Trypanosoma cruzi em comunidade Quilombola, Estado de Mato Grosso do Sul, Brasil]","2011","Revista da Sociedade Brasileira de Medicina Tropical","44","5","","576","581","5","9","10.1590/S0037-86822011000500009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81455128155&doi=10.1590%2fS0037-86822011000500009&partnerID=40&md5=710ec9befcc42d81ad42afeecb593348","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-81455128155"
"Thiengo S.C.; Maldonado A.; Mota E.M.; Torres E.J.L.; Caldeira R.; Carvalho O.S.; Oliveira A.P.M.; Simões R.O.; Fernandez M.A.; Lanfredi R.M.","Thiengo, S.C. (6602779413); Maldonado, A. (7102316543); Mota, E.M. (7005338055); Torres, E.J.L. (7101808496); Caldeira, R. (7003731167); Carvalho, O.S. (35496464400); Oliveira, A.P.M. (56851869500); Simões, R.O. (35099491800); Fernandez, M.A. (35584014800); Lanfredi, R.M. (7003342956)","6602779413; 7102316543; 7005338055; 7101808496; 7003731167; 35496464400; 56851869500; 35099491800; 35584014800; 7003342956","The giant African snail Achatina fulica as natural intermediate host of Angiostrongylus cantonensis in Pernambuco, northeast Brazil","2010","Acta Tropica","115","3","","194","199","5","105","10.1016/j.actatropica.2010.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953538258&doi=10.1016%2fj.actatropica.2010.01.005&partnerID=40&md5=fe71f193545190bc48ec17849ffe6d2f","Article","Final","","Scopus","2-s2.0-77953538258"
"Sá A.J.O.; Gumieri A.G.","Sá, A.J.O. (56522771400); Gumieri, A.G. (6507792670)","56522771400; 6507792670","Sustainable buildings in Brazil: Guidelines for architectural projects","2011","ISEC 2011 - 6th International Structural Engineering and Construction Conference: Modern Methods and Advances in Structural Engineering and Construction","","","","401","406","5","0","10.3850/978-981-08-7920-4-S1-S05-cd","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923169580&doi=10.3850%2f978-981-08-7920-4-S1-S05-cd&partnerID=40&md5=bd221474fa195f028c98440337e9eff9","Conference paper","Final","","Scopus","2-s2.0-84923169580"
"Schwarz R.; Perez J.A.A.","Schwarz, R. (35801456500); Perez, J.A.A. (56333712600)","35801456500; 56333712600","Age structure and life cycles of the Argentine shortfin squid Illex argentinus (Cephalopoda: Ommastrephidae) in southern Brazil","2013","Journal of the Marine Biological Association of the United Kingdom","93","2","","557","565","8","17","10.1017/S0025315412000331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873530160&doi=10.1017%2fS0025315412000331&partnerID=40&md5=eff868b5d25e8decd9a7fa92bab9da4d","Article","Final","","Scopus","2-s2.0-84873530160"
"Santana F.M.S.; Severi W.; Feitosa C.V.; de Araújo M.E.","Santana, Fábio Magno da Silva (55941124400); Severi, William (6506501832); Feitosa, Caroline Vieira (6508238555); de Araújo, Maria Elisabeth (7103140364)","55941124400; 6506501832; 6508238555; 7103140364","The influence of seasonality on fish life stages and residence in surf zones: A case of study in a tropical region; [A influência da sazonalidade sobre os estágios de vida e residência de peixes em zonas de arrebentação: Um estudo de caso em uma região tropical]","2013","Biota Neotropica","13","3","","181","192","11","10","10.1590/S1676-06032013000300021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888394274&doi=10.1590%2fS1676-06032013000300021&partnerID=40&md5=f030baf9f8704e7213b80e7ab19e2486","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84888394274"
"Brooker S.; Alexander N.; Geiger S.; Moyeed R.A.; Stander J.; Fleming F.; Hotez P.J.; Correa-Oliveira R.; Bethony J.","Brooker, Simon (7005926568); Alexander, Neal (7203015251); Geiger, Stefan (7006771025); Moyeed, Rana A. (6603373691); Stander, Julian (6603711275); Fleming, Fiona (14022675800); Hotez, Peter J. (7004958298); Correa-Oliveira, Rodrigo (7006468932); Bethony, Jeffrey (6603883874)","7005926568; 7203015251; 7006771025; 6603373691; 6603711275; 14022675800; 7004958298; 7006468932; 6603883874","Contrasting patterns in the small-scale heterogeneity of human helminth infections in urban and rural environments in Brazil","2006","International Journal for Parasitology","36","10-11","","1143","1151","8","83","10.1016/j.ijpara.2006.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747118325&doi=10.1016%2fj.ijpara.2006.05.009&partnerID=40&md5=3443ecc40746d7903867c1eef2689f2c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-33747118325"
"Montali L.; Tavares M.","Montali, Lilia (36712023300); Tavares, Marcelo (36712509800)","36712023300; 36712509800","Family, poverty and access to income transfer programs in the metropolitan regions of Brazil; [Família, pobreza e acesso a programas de transferência de renda nas regiões metropolitanas brasileiras]","2008","Revista Brasileira de Estudos de Populacao","25","2","","211","231","20","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649860999&partnerID=40&md5=799e1c1d5581a3038980c9aca48480ef","Article","Final","","Scopus","2-s2.0-67649860999"
"Green C.G.; Cohen M.","Green, Claudia G. (7402357679); Cohen, Marcos (7405992795)","7402357679; 7405992795","Tourism in ilha grande: The promises and the problems of paradise","2015","Journal of the International Academy for Case Studies","21","5","","67","74","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962506660&partnerID=40&md5=706eb9dbf2146a9b37e3a414cfe6e6c5","Article","Final","","Scopus","2-s2.0-84962506660"
"Browder J.O.; Pedlowski M.A.; Walker R.; Wynne R.H.; Summers P.M.; Abad A.; Becerra-Cordoba N.; Mil-Homens J.","Browder, John O. (7006814862); Pedlowski, Marcos A. (6603127116); Walker, Robert (7404928488); Wynne, Randolph H. (7006200031); Summers, Percy M. (7103106640); Abad, Ana (24450097300); Becerra-Cordoba, Nancy (24450178700); Mil-Homens, Joao (57199582635)","7006814862; 6603127116; 7404928488; 7006200031; 7103106640; 24450097300; 24450178700; 57199582635","Revisiting Theories of Frontier Expansion in the Brazilian Amazon: A Survey of the Colonist Farming Population in Rondônia's Post-Frontier, 1992-2002","2008","World Development","36","8","","1469","1492","23","87","10.1016/j.worlddev.2007.08.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47049096487&doi=10.1016%2fj.worlddev.2007.08.008&partnerID=40&md5=f92cae145a6317a3d7d45bb06d180597","Article","Final","","Scopus","2-s2.0-47049096487"
"De Oliveira E.F.; dos Santos Fernandes C.E.; Araújo e Silva E.; Brazil R.P.; de Oliveira A.G.","De Oliveira, Everton Falcão (55199039300); dos Santos Fernandes, Carlos Eurico (7103089983); Araújo e Silva, Elaine (55625336300); Brazil, Reginaldo Peçanha (57204260445); de Oliveira, Alessandra Gutierrez (35475593500)","55199039300; 7103089983; 55625336300; 57204260445; 35475593500","Climatic factors and population density of Lutzomyia longipalpis (Lutz & Neiva, 1912) in an urban endemic area of visceral leishmaniasis in midwest Brazil","2013","Journal of Vector Ecology","38","2","","224","228","4","23","10.1111/j.1948-7134.2013.12034.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874903337&doi=10.1111%2fj.1948-7134.2013.12034.x&partnerID=40&md5=e925d0827e8dfac10e9d9bf535c21f44","Article","Final","","Scopus","2-s2.0-84874903337"
"Andrighetti M.T.M.; Galvani K.C.; Macoris M.D.L.D.G.","Andrighetti, Maria Teresa Macoris (6602610251); Galvani, Karen Cristina (34869376400); Macoris, Maria De Lourdes Da Graça (55411125600)","6602610251; 34869376400; 55411125600","Evaluation of premise condition index in the context of Aedes aegypti control in Marília, São Paulo, Brazil","2009","Dengue Bulletin","33","1","","167","175","8","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855216208&partnerID=40&md5=d460e6a9857ef5a7d3f32927170be3d2","Article","Final","","Scopus","2-s2.0-81855216208"
"Saade M.R.M.; da Silva M.G.; Gomes V.; Franco H.G.; Schwamback D.; Lavor B.","Saade, Marcella Ruschi Mendes (24401621500); da Silva, Maristela G. (8842739900); Gomes, Vanessa (24381682400); Franco, Hawllynsgton Gumez (56589659200); Schwamback, Dimaghi (56590091200); Lavor, Blandina (56589930000)","24401621500; 8842739900; 24381682400; 56589659200; 56590091200; 56589930000","Material eco-efficiency indicators for brazilian buildings","2014","Smart and Sustainable Built Environment","3","1","","54","71","17","18","10.1108/SASBE-04-2013-0024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927549434&doi=10.1108%2fSASBE-04-2013-0024&partnerID=40&md5=74521cce70fc863a54d980562066b03a","Article","Final","","Scopus","2-s2.0-84927549434"
"Fehr M.","Fehr, Manfred (7006448011)","7006448011","A successful pilot project of decentralized household waste management in Brazil","2006","Environmentalist","26","1","","21","29","8","8","10.1007/s10669-006-5355-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31744449332&doi=10.1007%2fs10669-006-5355-1&partnerID=40&md5=4192e620eeca0492fc1192d073af4200","Article","Final","","Scopus","2-s2.0-31744449332"
"Côrtes J.C.; D'Antona Á.O.","Côrtes, Julia Corrêa (56286225100); D'Antona, Álvaro de Oliveira (15064993400)","56286225100; 15064993400","Land use and land cover dynamics: Prospects and challenges for demography; [Dinâmicas no uso e cobertura da terra: Perspectivas e desafios da Demografia]","2014","Revista Brasileira de Estudos de Populacao","31","1","","191","210","19","7","10.1590/S0102-30982014000100011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904573507&doi=10.1590%2fS0102-30982014000100011&partnerID=40&md5=e5497d098b3e8fdb862ec826bf153b7d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84904573507"
"Da Gama J.L.C.N.; Vieira D.R.; Coutinho S.M.","Da Gama, João Luiz Calmon N. (57021672600); Vieira, Darli Rodrigues (56452486300); Coutinho, Sandra Moscon (57021221100)","57021672600; 56452486300; 57021221100","Perceptions of sustainability in civil construction projects: Analysis of Brazilian construction sites","2014","Journal of Modern Project Management","2","1","","73","83","10","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951781358&partnerID=40&md5=4878ba3dbbed799381b360764dd4d4be","Article","Final","","Scopus","2-s2.0-84951781358"
"Mai A.C.G.; Vieira J.P.","Mai, Ana Cecilia Giacometti (22835813400); Vieira, João Paes (7202313237)","22835813400; 7202313237","Review and consideration on habitat use, distribution and life history of Lycengraulis grossidens (Agassiz, 1829) (Actinopterygii, Clupeiformes, Engraulididae); [Revisão e considerações sobre o uso do habitat, distribuição e história de vida de Lycengraulis grossidens (Agassiz, 1829) (Actinopterygii, Clupeiformes, Engraulididae)]","2013","Biota Neotropica","13","3","","121","130","9","23","10.1590/S1676-06032013000300015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888406738&doi=10.1590%2fS1676-06032013000300015&partnerID=40&md5=0920639f048a1a90d95776785a219e0c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84888406738"
"de Abreu J.A.P.; Krawczak F.S.; Nunes F.P.; Labruna M.B.; Pena H.F.J.","de Abreu, Juliana Aizawa Porto (57188625534); Krawczak, Felipe Da Silva (55879444500); Nunes, Fernanda Passos (57218374368); Labruna, Marcelo Bahia (7004425214); Pena, Hilda Fátima de Jesus (12762629600)","57188625534; 55879444500; 57218374368; 7004425214; 12762629600","Anti-toxoplasma gondii and anti-neospora caninum antibodies in capybaras (Hydrochoerus hydrochaeris) from Itu municipality, São Paulo; [Anticorpos anti-Toxoplasma gondii e anti-Neospora caninum em capivaras (Hydrochoerus hydrochaeris) do Município de Itu, São Paulo]","2016","Revista Brasileira de Parasitologia Veterinaria","25","1","","116","118","2","12","10.1590/S1984-29612016002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961933688&doi=10.1590%2fS1984-29612016002&partnerID=40&md5=83ea3143090664ffabf81f793e2a3651","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84961933688"
"Peixoto P.; De Carvalho D.","Peixoto, Anna Silvia Palcheco (15729655600); De Carvalho, David (16062998800)","15729655600; 16062998800","Determination of soil properties from standard penetration test complemented by torque measurement (spt-t); [Determinação das propriedades do solo através do ensaio SPT-T]","2014","Acta Scientiarum - Technology","36","4","","617","621","4","4","10.4025/actascitechnol.v36i4.18759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907056812&doi=10.4025%2factascitechnol.v36i4.18759&partnerID=40&md5=8b04c396c4b9f9420b6438a712244ee0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84907056812"
"Nieto E.C.A.; Ferreira P.S.; De Oliveira Santos T.; Peixoto R.P.M.G.; Silva L.F.; Fellipe A.G.; De Arruda Pinto P.S.; Caldi J.F.B.","Nieto, Emilio Campos Acevedo (55532308400); Ferreira, Patrícia Santana (58828273500); De Oliveira Santos, Tatiane (55524316400); Peixoto, Rafaella Paola Meneguete Guimarães (55524205300); Silva, Letícia Ferreira (55532036800); Fellipe, Adriano Groppo (55532713100); De Arruda Pinto, Paulo Sérgio (55204755900); Caldi, Jonatas Felipe Barbosa (55532053400)","55532308400; 58828273500; 55524316400; 55524205300; 55532036800; 55532713100; 55204755900; 55532053400","Prevalence of teniasis-cysticercosis complex in a rural area of Matias Barbosa-MG; [Prevalência do complexo teníase-cisticercose na zona rural de Matias Barbosa-MG]","2012","Semina:Ciencias Agrarias","33","6","","2307","2314","7","11","10.5433/1679-0359.2012v33n6p2307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871321314&doi=10.5433%2f1679-0359.2012v33n6p2307&partnerID=40&md5=1237dfbbf862482f82b33bad54921f6a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84871321314"
"Oliveira L.A.; Burattino Melhado S.; Vittorino F.","Oliveira, Luciana Alves (47561935900); Burattino Melhado, Silvio (35726950800); Vittorino, Fulvio (6503868464)","47561935900; 35726950800; 6503868464","Selection of building technology based on sustainability requirements – Brazilian context","2015","Architectural Engineering and Design Management","11","5","","390","404","14","6","10.1080/17452007.2014.942249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939254557&doi=10.1080%2f17452007.2014.942249&partnerID=40&md5=e80b36d3ce472c7ab7fe5b39cbbd5101","Article","Final","","Scopus","2-s2.0-84939254557"
"Haddad A.N.; de Moraes Sedrez M.; de Macedo Pires Condeixa K.; Evangelista A.C.J.; Boer D.T.","Haddad, Assed Naked (23012063300); de Moraes Sedrez, Michele (55909840700); de Macedo Pires Condeixa, Karina (55910171300); Evangelista, Ana Catarina Jorge (55909963200); Boer, Dieter Thomas (7003615369)","23012063300; 55909840700; 55910171300; 55909963200; 7003615369","Life cycle assessment: A comparison of ceramic brick inventories to subsidize the development of databases in Brazil","2013","Applied Mechanics and Materials","431","","","370","377","7","5","10.4028/www.scientific.net/AMM.431.370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886792841&doi=10.4028%2fwww.scientific.net%2fAMM.431.370&partnerID=40&md5=ae15e607c18f38632a8d3f6346743294","Conference paper","Final","","Scopus","2-s2.0-84886792841"
"Marinoski A.K.; Ghisi E.","Marinoski, A.K. (55350753400); Ghisi, E. (8859872400)","55350753400; 8859872400","Assessment of the environmental impact and investment feasibility analysis of rainwater use in houses","2011","WIT Transactions on Ecology and the Environment","148","","","391","402","11","3","10.2495/RAV110361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865710496&doi=10.2495%2fRAV110361&partnerID=40&md5=f8ec60ab2e9d60c7d75468060db52423","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84865710496"
"Fischer M.L.; Diniz S.; Vasconcellos-Neto J.","Fischer, Marta L. (8888681200); Diniz, Suzana (55552067300); Vasconcellos-Neto, João (6602877928)","8888681200; 55552067300; 6602877928","Do agonistic interactions underlie the segregation and relative abundances between two loxosceles species (Araneae: Sicariidae)?","2014","Journal of Medical Entomology","51","3","","547","559","12","5","10.1603/ME13064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899854541&doi=10.1603%2fME13064&partnerID=40&md5=25ca6924b251a2829555263b331e5608","Article","Final","","Scopus","2-s2.0-84899854541"
"Landulfo G.A.; Pevidor L.V.; dos Santos Sampaio J.; Luz H.R.; Onofrio V.C.; Faccini J.L.H.; Barros-Battesti D.M.","Landulfo, Gabriel Alves (36668758800); Pevidor, Luisa Vianna (55207378400); dos Santos Sampaio, Janio (55207378300); Luz, Hermes Ribeiro (23060472200); Onofrio, Valeria Castilho (6506150648); Faccini, João Luiz Horácio (7004032375); Barros-Battesti, Darci Moraes (6701715561)","36668758800; 55207378400; 55207378300; 23060472200; 6506150648; 7004032375; 6701715561","Life cycle of Ornithodoros mimon (Acari: Argasidae) under laboratory conditions","2012","Experimental and Applied Acarology","58","1","","69","80","11","19","10.1007/s10493-012-9567-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864290614&doi=10.1007%2fs10493-012-9567-4&partnerID=40&md5=b413da0f08b674ff0c8fa66c5525f052","Article","Final","","Scopus","2-s2.0-84864290614"
"Fehr M.","Fehr, Manfred (7006448011)","7006448011","The environmental impact of people-oriented MSW management","2007","International Journal of Environment and Waste Management","1","4","","406","414","8","1","10.1504/IJEWM.2007.015692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954431587&doi=10.1504%2fIJEWM.2007.015692&partnerID=40&md5=9f0a15573332ef69012b16f5cae9deb6","Article","Final","","Scopus","2-s2.0-77954431587"
"Condeixa K.; Haddad A.; Boer D.","Condeixa, Karina (55910171300); Haddad, Assed (23012063300); Boer, Dieter (7003615369)","55910171300; 23012063300; 7003615369","Life Cycle Impact Assessment of masonry system as inner walls: A case study in Brazil","2014","Construction and Building Materials","70","","","141","147","6","36","10.1016/j.conbuildmat.2014.07.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906557131&doi=10.1016%2fj.conbuildmat.2014.07.113&partnerID=40&md5=d70243c24e6ddf3cc80c17e24f5a7661","Article","Final","","Scopus","2-s2.0-84906557131"
"Calegaro-Marques C.; Amato S.B.","Calegaro-Marques, Cláudia (6506158100); Amato, Suzana B. (55401857700)","6506158100; 55401857700","Urbanization breaks up host-parasite interactions: A case study on parasite community ecology of rufous-bellied thrushes (Turdus rufiventris) along a rural-urban gradient","2014","PLoS ONE","9","7","e103144","","","","57","10.1371/journal.pone.0103144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904861772&doi=10.1371%2fjournal.pone.0103144&partnerID=40&md5=bc9342c3e6cfcd6fbec15a183a735f1b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84904861772"
"Spotorno-Oliveira P.; Figueiredo M.A.O.; Tâmega F.T.S.","Spotorno-Oliveira, Paula (56682136600); Figueiredo, Marcia A.O. (42961409800); Tâmega, Frederico T.S. (54997976800)","56682136600; 42961409800; 54997976800","Coralline algae enhance the settlement of the vermetid gastropod Dendropoma irregulare (d'Orbigny, 1842) in the southwestern Atlantic","2015","Journal of Experimental Marine Biology and Ecology","471","","","137","145","8","37","10.1016/j.jembe.2015.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930938810&doi=10.1016%2fj.jembe.2015.05.021&partnerID=40&md5=bfbcccb0bc6c7d9b02eefc0f1a569319","Article","Final","","Scopus","2-s2.0-84930938810"
"Lima J.B.A.; Prado R.T.A.; Montoro Taborianski V.","Lima, Juliana Benoni Arruda (7202778040); Prado, Racine T.A. (7005884892); Montoro Taborianski, Vanessa (14042181700)","7202778040; 7005884892; 14042181700","Optimization of tank and flat-plate collector of solar water heating system for single-family households to assure economic efficiency through the TRNSYS program","2006","Renewable Energy","31","10","","1581","1595","14","48","10.1016/j.renene.2005.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746103755&doi=10.1016%2fj.renene.2005.09.006&partnerID=40&md5=fa048056b9feb81e57591158c62592e5","Article","Final","","Scopus","2-s2.0-33746103755"
